Post	1268
truth	1204
worked	618
Lobby	4137
worker	1875
pick	2698
scrutiny	3290
parks,	694
sensitive	3299
dismissed	1216
candidates	1781
Murray	3431
country.	1382
700,000	2153
documents	2239
trust	1898
Garden	3565
rates	135
country,	1583
Oval	3710
medium	4608
works	1612
lied	2677
Princeton	4889
remain	454
invested	2910
subsidies	1118
Would	2988
insult	4130
world	251
Stephen	4327
emergency	1102
requiring	3076
organisations	3536
necessarily	3168
columnist	3700
caucus.	4554
decades	1461
friends	3946
practical	2455
it."	1754
care	211
card	1212
Internal	4239
sign-up	3557
demand	549
assuming	4806
agreed	1258
Media	1823
sequestration	1402
class"	4398
Also	3879
cast	976
argued	2595
cash	783
though,	1852
rate.	4776
case	875
battles	4890
early	220
attempt	164
same.	3903
levels.	3801
it:	1873
song	2987
9/11	4083
levels,	3940
emboldened	4668
Pope	3236
it.	142
"There	628
it,	218
pursue	3834
Act,	293
commentary	3813
Once	2518
Virginia.	4353
Act.	221
performance	2354
options,	4480
vast	2723
21-hour	1516
work.	668
it?	3842
Virginia,	2380
work,	1315
Scott	777
Poor	3895
law's	2396
Over	829
delivered	1870
strength	3731
counter	3502
is.	2453
helped	947
is,	488
employees.	4140
personally	1977
Government	797
charge	1771
democratic	1701
Patient	3898
executives	2796
employees,	3991
giant	1869
birth	3174
sad	2771
misleading	3448
feels	3751
After	424
draw	3186
Labour	2574
apologize	2881
stock	240
reform	91
can't	467
drive	2303
carbon	2844
performing	3420
working	320
Centers	2180
favourite	3383
confusion	4651
thousands	361
sold	2286
topic	4337
insisted	1106
"We	347
Young	2569
cancelled	2829
matters	2874
receiving	2797
opposes	4843
haven't	1184
U.S.	1178
happened	720
grown	1692
Graham	4335
combination	3146
House,	1257
closure	1462
House.	834
proposing	2625
No,	1186
years	228
No.	3481
culture	2706
reminder	2550
link	369
line	873
states,	2192
pill	4106
decade.	1519
simply,	4141
words	3232
museums	784
states.	1807
citing	3421
buying	1659
opposed	501
resolve	1452
Jonathan	1570
Strasburg	4721
drag	822
year,	401
donations	3589
Alex	3391
remind	3969
broken	1378
brothers,	3030
amended	2543
fixing	2164
Liberty	1194
payer	1171
year.	261
Alec	2924
tour	3093
horror	3318
"I'm	1431
Murdoch-Dacre	2735
restrictions	3576
plight	3071
posts	4686
Much	3587
Democrats,	804
patent	1076
Cory	4538
concerns	1428
Rand	447
Democrats'	2464
Louisiana,	4445
sources	2246
delaying	2460
function	2755
contrast	3480
contributing	3986
hear	1979
Campbell	3959
Thomas	4242
police	2351
shutting	308
limit.	688
limit,	1267
fund	462
head	579
officer,	3746
Ohio	1887
"So	4494
visitors	670
intellectual	2516
Only	646
Olson	3829
populist	1228
hearing	1972
frustrated	2132
voices	3447
lift	1585
policy	217
town	4016
media	868
today's	1221
call	636
demands	113
can,	3545
gross	2678
paper	4062
breaks	3493
temporary	1172
pundits	3014
ruling	1811
purposes.	4826
Spencer	4441
addition,	3522
equality	3510
full	329
want,	3595
dramatic	914
finding	2185
making	593
Sebelius,	2138
debt,	964
reforms.	680
debt.	1107
reforms,	318
LGBT	2556
students	888
check	1557
ultimately	870
desperately	2270
Climate	2992
century	2094
Now	1229
addition	3101
enacted	3992
Not	630
wrote.	2049
Keystone	4763
Democrats.	1622
Donald	4807
target	2214
midterms	4233
facing	904
benefits	316
group	334
bombing	4080
events,	3355
average	704
Unfortunately	4077
freedom	2679
Bush	1051
covering	3132
featured	4865
visit	2614
Nationals	4716
Afghanistan	4653
briefing	3660
wait	1086
filibuster	24
overturn	3527
University	2958
Senate	1
Coalition	3351
same-sex	2557
Who	676
began	534
Alec’s	2930
stance	4350
black	1690
limits	4361
asked	591
Searle	3357
Why	893
monitoring	4388
party's	256
Washington.	909
moving	2387
40%	2118
Washington,	809
death	1663
Oct	269
convention	4261
demonstrated	3724
"I	291
companies	195
women,	3259
vulnerable	2437
Michele	4320
"a	1357
women.	4116
400	3787
view	815
explain	1526
owners	3120
deserve	2162
democracy.	2471
41%	4814
she's	4423
adhere	4687
seeking	795
handling	3010
democracy,	4622
disappointing	4537
abortions	4310
and,	1141
wage	1070
slightly	1131
weaken	4737
joining	4559
warnings	3753
However,	1080
derail	4628
announcement	3817
I'm	328
weighed	2236
whole.	4633
traditional	2307
I'd	2554
backing	1313
talked	2913
represent	2240
College	2976
history	565
sit	1945
forever	4657
sums	3594
speeches	4214
deeper	3706
stands	1831
background	410
meeting,	2790
meeting.	2459
elderly	730
returned	2177
comments	970
Maybe	1559
bound	2826
43%	4600
Jeffrey	3196
body	2683
stupid	4305
averted	3664
confusing	3643
impossible	1049
abortion.	4298
striking	3846
abortion,	4302
paying	457
light	1876
key	175
Reserve	1796
Change	3719
"no	4855
Republican-controlled	1536
eager	4240
executive	957
oral	4419
deprived	2640
Robertson's	3718
meetings	1423
last-ditch	4762
walk	4481
constitution	1684
sex	3611
age,	4230
vice	3598
set	365
department	395
consensus	3407
Pisgah	1249
Boston	2136
enhance	4691
flying	4490
organization	3303
Services	1967
wake	3640
arguing	564
information,	3198
voting	954
individuals	1136
Atlantic	4399
society	3413
communication	2748
Palin	3597
suit	1214
Rifle	3552
Wall	708
fell	430
manager	4084
concern	1971
score	4028
experience.	3192
Unfortunately,	1891
quantified	3956
"is	4509
paychecks	4837
Martin	3272
deliver	1995
rejected	354
weekend	968
embrace	2238
"in	3775
it,"	4192
worth	1140
branches	4637
programs	724
Pryor	2022
lesson	2612
church	3235
submitted	2635
amendment.	4860
son	1830
Such	3250
steps	632
accountable	3009
defund	94
justices	3520
managed	1083
earlier	988
funds	832
1996.	4864
"the	1087
confident	1836
experienced	2292
Ryan	1274
launching	4515
Hillary	2410
1996,	4885
children's	4744
bringing	1039
records	3532
sworn	4781
likely.	3028
raised	1308
subject	1708
plenty	2537
showdown	167
occurred	1129
mired	4667
PAC	2082
apparent	3104
amendment,	3607
allowing	137
War	1734
'I	4275
Latino	4324
Karen	3644
democracy	1135
Tuesday,	174
aren't	702
(a	3326
usual	1406
program.	2957
program,	4379
Tuesday.	1276
simultaneous	3163
larger	1709
Their	1832
don't	41
it's	47
interview	1468
importantly,	4601
20th	4712
attached	3240
pointing	2182
supporters	1265
design	3247
LaPierre	415
cause	311
deeply	1185
study	2231
middle	566
Kentucky,	1746
forward.	2674
wages	1344
Texas,	1143
level	1099
Texas.	3348
results	2313
gather	4472
sets	1719
underlying	2891
first,	3275
premise	4035
It’s	1911
controlled	3727
Other	583
doubt	1611
offering	2299
relative	4597
targeted	4362
describing	2620
mother	1822
stuff	2775
conventional	4054
emerging	3575
bridge	3206
included	969
release	1849
democracies	2500
William	4205
Nixon	3712
"clean"	179
investor	4211
result,	3313
includes	883
affect	887
smaller	1720
suffered	2498
online	664
radically	4879
looms	4207
denounced	4790
swept	3786
real	377
advocating	4891
poverty	99
Anthony	3840
Then,	2473
purchasing	4151
read	597
stuck	4395
seats	3521
treated	2119
countries,	1439
single-payer	201
paid.	2636
Rights	1211
Britain,	3639
so,	2695
premium	3107
worst	1307
so.	1686
worse	1133
--	3338
felt	681
fossil	3797
wrong	1949
talks,	4485
remained	2005
worry	1885
guide	4088
These	1153
reality.	4475
passed	19
fight	284
35	3572
wrote	207
36	2647
we’re	3614
received	1657
passes	993
showed	1169
race.	2326
turning	2963
France	4542
4.	3708
Patty	3441
4,	1016
scheme	3760
reduced	990
Harry	151
Ohio,	4341
40	1774
Carney	790
stamps	4266
points	357
happen	1098
brain	4512
opportunities	2752
piece	1266
turn	540
Our	2530
billionaire	3907
There	54
organized	4047
23	3726
24	2241
25	3361
favorite	4669
Facebook	1354
26	3004
27	1272
28	4385
many.	4340
29	3965
action,	3627
upheld	709
3.	2848
run.	4715
afraid	3654
dropped	1328
30	349
32	4526
31	2000
fall,	4662
healthcare.gov,	2631
fellow	121
action.	3973
ways	973
September	532
way,	568
born	2713
healthcare.gov.	3734
way.	949
common	1222
19	268
offensive	3308
costs.	2166
17	131
costs,	3331
18	889
15	830
16	1577
13	2004
differences	1409
14	1349
term,	1604
estimate	3052
resulting	3417
11	2230
term.	4782
12	3260
21	1790
20	1231
document	3368
habit	4535
figure	1014
2.	2845
civil	892
crisis	310
With	355
soccer	3166
term?	1067
direct	1411
majority.	3080
point.	2211
point,	2791
business.	1247
absence	2929
predicted	2143
fault	4042
Tigers	1488
combined	3188
1.	2067
10	674
1,	536
falls	1952
1%	1791
President	124
runs	933
Congress,	906
actions	3968
Congress.	305
nomination,	3266
fear	989
caucus	581
relating	2931
recording	4502
else.	2066
detail	2302
else,	4590
raises	2248
terms	1128
disruption	1399
loose	4343
subsidies,	3987
affected	1320
fundamentally	1358
8,	3843
networks	4610
hitting	3089
unable	313
Virginia	2105
association	3995
household	3067
white	1821
soon,	4257
worthy	4694
soon.	4527
properly	3919
encourage	1785
efforts	561
Representatives	69
record,	4549
Manchin	3641
previously	610
record.	3972
model	2285
minority	714
55	4728
Snowden.	3628
activists	1786
poorest	4150
complete	1240
crises	2491
Sonia	4144
traditionally	4793
65	4229
Here	654
fearful	4418
severe	3215
60	2716
Shortly	1639
popularity	4169
48	1299
feel	633
45	4231
crucial	1455
negotiate	89
expanding	3306
feet	3924
promise	1962
variety	3300
recovery	1448
Newtown	3566
5%	2935
directed	3810
grow	734
51	4878
service	391
circuit	3864
claim	1201
Today,	2551
blind	4376
5.	3713
costly	3475
50	727
Sandy	4439
happened.	3501
interest.	2746
suffering	3019
accept	248
bring	285
war.	2519
brink	1496
war,	878
GOP	74
sales	2883
criminal	4743
expectations	2262
false	2684
one-year	294
everyone.	2369
headlines	2861
choose	936
speaking	835
wind	2395
weekend.	2835
wing	613
weekend,	1323
memorial	945
Obamacare,	153
deal.	1309
Obamacare.	61
national	140
deal,	1458
was,	4638
prevent	298
Protection	1765
incentives	2971
ceremony	4652
director	854
putting	1673
parliament	2474
Latin	4469
tax	149
Policy	3353
language	1137
wins	4876
Street	1018
comedy	2363
Answer:	1606
long-term	552
failed	461
mentioned	4342
rarely	3154
title	3678
room,	3346
accurate	3950
Pacific	3684
agreeing	4801
contracts	3503
One	735
rely	2955
Congress	86
90	4095
access	791
passed,	2434
Johnson	1544
Earlier	1254
Friday,	170
brand	2934
Friday.	2655
directors	3814
hates	4560
based	905
users	1362
hated	4556
"we	4173
solutions	2831
Though	1806
renew	3442
shocked	4617
Majority	4822
money,	1872
turned	647
money.	2029
died	4029
compromise	250
directly	1138
linked	4463
budgets	2783
shows,	4707
Or,	3889
hardliners	1744
thrown	3438
succeed	3927
wire	4014
manufactured	2259
expressed	1480
portal	2086
class	722
campaigns	2772
property	3377
world.	1394
sense	176
world,	3681
stalled	3580
controversial	1401
winning	1279
>>	3221
environment	2298
jokes	4282
Phil	3717
responsibilities	4709
popular	874
world's	865
beating	4345
wave	3498
September,	3873
rebellion	4824
rest	963
base,	2308
clash	426
friend	2221
warn	1899
stop	474
secretary,	782
voice	2065
interests	1784
behaviour	4457
South	518
wars	3802
pretty	825
employing	4780
coast	3092
budget,	304
bond	1613
campaign,	4405
January.	2090
rejecting	1527
campaign.	2425
regulatory	2663
January,	2943
administration's	2085
Eric	1010
wary	2701
rollout	1636
rule	2789
For	75
Fox	1220
coalition	1522
regulators	4033
weren't	1880
budget.	2447
Christie	1940
But,	2889
office	590
mistake	3781
dealt	2878
Affordable	58
desire	1388
website	1088
matter	489
"to	2332
domestic	839
deals	1777
rules	922
There's	2006
ruled	3078
Jennifer	3981
book	446
did.	2599
did,	4853
schools,	4740
he'd	3002
French	2480
praised	4433
tend	4250
violence.	4030
awareness	3256
parts	498
creates	2804
party	46
spoke	855
marriage,	4546
compared	1353
levels	1419
created	726
Follow	2761
Rogers	3871
marriage.	3716
tens	3744
substantial	2389
intelligence	1861
recession	4545
immigrants	2526
Ed	2573
offers	2996
system,	1092
EU	1412
system.	495
BuzzFeed	4674
1pt	4871
Nevertheless,	3428
California,	3650
Do	2070
conditions	2496
bit	1618
project	1917
California.	4522
launch.	2639
he's	473
aspect	2691
ET	379
(in	3938
Dr	1162
urge	2825
discuss	1540
skeptical	4841
opening	2146
bitter	2505
decades.	1860
De	2348
sick	2763
big	276
choice.	3625
IMF	1023
bills	246
scathing	4412
mistakes	2506
unique	2237
knowledge	2589
drove	2293
scandal	4377
communications	3220
rival	4196
interested	2300
authority	148
concerned	728
level.	1964
side	440
level,	2966
(he	4666
interesting	2704
chamber	1782
second-term	4788
employer.	4190
March,	2245
March.	3699
choices	2657
morning	182
electronic	3672
bill.	338
bill,	216
part,	3372
GP	4392
GM	1034
pro-life	4299
testing	3462
strongly	2962
shooting	4736
physical	3055
precisely	1913
congress	2073
hinted	3662
A:	997
eurozone	981
you'd	2030
Florida	1387
sense,	4478
backs	4416
wanting	4286
tourists	3754
While	191
fundraiser	3102
climate	1037
voters,	2322
Home	3896
voters.	3425
What's	541
closed.	1414
statement,	2567
statement.	2811
virtually	2690
sign	136
refuse	689
Medibank	1855
earning	2967
points.	3489
points,	4809
assumptions	4172
serving	3509
delivering	4518
congressman	1322
October.	483
talks	398
October,	921
AP	2722
different.	3138
religious	3077
back.	1441
back,	3856
obtained	3369
measure	803
membership	3291
At	252
As	27
legitimate	3068
granted	3820
exercise	3123
enact	4568
landscape	3117
analysis	1168
response	920
cautious	3852
controversy	2254
Well,	2576
statements	2546
staff,	1246
itself.	1742
have,	4075
showing	1074
An	1030
pay	32
stubborn	2452
itself,	4175
staff.	786
tonight	2347
activity	3283
Al	4603
music	3682
By	773
sites	2114
His	412
undermined	3415
depend	1002
Somodevilla/Getty	4849
surveyed	4595
DC	1218
viewed	4835
Zoo	1732
tracks	4276
informed	2728
Pew	3867
nuclear	877
Be	4540
uncompromising	4563
Don't	3604
box	4470
damaged	4693
govern	4430
knowing	2899
Assad	4754
lobby	2928
programmes	2621
package	1459
highlight	4458
Those	1242
Hagan	3914
shortly	519
retirement	3590
desperate	2489
mechanics	3947
expected,	3783
terrorist	3637
doctors	641
assault	1543
final	432
ban	3046
activist	2849
career	4284
hopes	1396
pointed	2041
compromise.	4798
bad	101
compromise,	3827
Heritage	1148
aides	3913
speaker,	926
flagship	3187
(as	1702
dictator	2510
decisions	2858
hoped	1430
performed	2632
Daniel	3530
slavery.	3070
journalistic	2712
flaws	2936
Council	4382
My	715
supporter	2866
change.	1225
proof	3633
Sarah	2339
Mr	1236
change,	2765
McAuliffe.	2594
gained	4874
OK	4582
Growth	2420
supported	1271
products	3937
listen	3514
Services,	2139
be.	1970
deemed	306
be,	4356
stay	282
editorial	4678
recipients	4594
star	2360
denied	1561
“The	1906
brings	4263
No	991
tech	1867
pay.	859
pay,	3901
On	295
begun	2548
finance	1149
force	173
Of	736
Foundation,	3386
closely	3390
PC	3217
Her	2977
Jones	1340
investors	1116
finds	3978
innocent	2833
tougher	3519
wisdom	3169
elections	890
themselves.	2249
good.	1910
type	3623
pardoned	3404
Mandela	3395
Jackson	4128
changed	907
good,	4827
groups,	2217
hit	469
Massachusetts	2150
groups.	4228
practically	2541
exact	3550
primary	853
ID	4117
House	17
required	675
He	28
cycle	4295
Standard	1745
approve	4846
terrorism.	4025
staffers	2081
kinds	4489
fines	3893
means	497
meant	1331
enter	2079
team	1485
IT	1978
requires	860
owned	4533
furloughed	627
Bush's	3012
Times,	3630
bet	4862
employers	346
owner	3122
Colorado	3735
Conservative	871
If	44
surely	3608
Thursday,	1424
election.	869
In	42
election,	1215
meaningful	4071
Thursday.	1948
goods	3476
quick	2399
restricting	4571
Chicago	4722
highlighted	4411
$100	3593
Is	1008
It	25
considered	1392
politician	2477
path	1513
ideology	2960
Scott's	1532
bid	2609
revenue	3307
investments	3466
income.	3591
annual	2052
added	1123
political	43
Let's	2228
important,	4580
mean,	3601
rolled	3091
legislators	2919
play	1054
agreement	453
condemned	4065
past	96
Nations	4751
pass	152
troops	387
environmental	2839
election	819
ongoing	2253
football	3934
plan	29
abortion	2178
Iran's	3562
competitive	3165
night	188
proud	2601
earn	4588
consistent	4234
Almost	3549
challenging	2907
step	807
energy	737
presidency	1695
changes	546
message,	4163
gays	3528
Nunes	1483
countries	1021
customer	2941
pro-choice	4681
nominee	4427
States.	1405
States,	3599
gonna	588
responsibility	2167
US	48
prove	1759
plans.	2394
plans,	2828
UN	4752
Nasa	693
vote	2
revenues	2039
contraception.	3890
heads	3129
To	380
UK	2665
sanctions	4797
blood	3941
registering	2646
Charles	1518
pricing	4216
continues.	3825
smoothly	2059
enrolled	2145
weakened	3691
portrayed	4750
St	4703
referred	3298
devices	1471
systems,	2914
surprise	2939
TV	2060
Good	1996
ABC's	3230
offered	1104
complex	2232
does,	4393
chronic	4389
sought	2160
influential	1363
Sebelius	2088
later,	2794
January	1096
Which	2985
We	212
substantially	4775
depending	4755
Cuccinelli,	2593
site	802
policies.	2390
policies,	4184
leader,	1113
historically	4158
divide	2102
optimism	3409
repeated	928
Force	2778
gave	667
challenge	1050
reckless	1003
Blasio	2429
they'd	4611
writers	4414
Syrian	3705
Americans	85
week	184
percent	2135
tactic	851
busy	4825
good	202
sequester,	1723
identified	3268
Former	3912
discussions	2961
Gun	4787
McAuliffe	2341
progress.	3971
closest	4497
days.	1244
days,	226
control	364
mainstream	1588
belief	3135
imagine	2486
willingness	1758
contractor	2002
economy	100
victory.	2522
diplomatic	3243
possibility	382
leaders	83
Roberts	1820
economic	141
difference	1290
happening.	4840
scheduled	824
awards	2466
Or	3430
but,	1569
Q:	996
immediately	625
Leveson	2693
succeeded	2271
car	3037
TO	2993
children	204
struck	1150
So	436
presidency,	3023
initially	1829
presidency.	3759
conditions,	4383
Chip	4848
attention	185
China	972
triggered	2168
uncertainty	2598
sounds	2075
argue	1210
accounts	1176
Saul	4602
Democrat	231
extended	2125
budgetary	1718
reference	4513
underestimated	3776
Party-backed	2404
head,	4796
moment.	3853
coverage	198
ordered	1243
learned	2287
moment,	2371
Kaiser	494
actual	2074
weak	3652
latest	788
clause	1576
involvement	3780
architects	3764
craft	3125
committee.	2158
then,	1287
Reuters	2787
Life	4642
them?	4297
people	10
site.	2297
laws,	4742
president,	1658
site,	1922
president.	1196
bugs	2443
Jason	2219
shadow	2340
parks	449
laws.	2852
buildings	3761
turn,	3422
enrollment	1973
committee,	2176
teachers,	4552
spending	63
citizens.	4068
Put	4730
obstacles	4655
press,	4626
pre-existing	2289
Windsor,	3651
growth.	3408
growth,	3411
monuments	4255
company's	2884
planning	3772
backed	1512
congressmen	1592
hours,	3985
them.	649
Republicans'	814
hours.	429
them,	1711
pharmaceutical	3507
legacy	3560
suddenly	4087
put	232
block	30
Award:	3720
transport	3798
Foundation	1533
flawed	2321
reporters	433
Rubio	1614
ago.	2408
extreme	108
guy	2585
ago,	526
theme	3057
established	2673
Sotomayor	3880
friendly	3555
gun	408
wouldn't	478
testify	3380
Kentucky	1755
stopgap	1460
[and]	4808
improving	4006
taxes	749
swift	1905
Press	1848
well.	1288
costing	2991
hurting	1046
buy	872
looming	1497
introduce	3920
raising	128
travel	3246
Sunday,	1815
Sunday.	3162
unpopular	2327
beer	3033
game.	3031
Medical	2290
survey	3414
longer	323
About	4593
“We	2250
Meet	2282
swing	2375
people's	2953
connection	4081
Middle	4369
year's	2325
majority	53
success.	4247
Review	4828
strip	3665
Like	712
jump	2013
picture	2628
stories	1373
either.	4612
well,	1800
co-operation	3006
presidents	4654
First,	1573
calling	799
Republicans,	278
complicated	1077
Republicans.	940
turns	3892
upper	2611
hopeful	3738
month's	3695
acceptance	2624
exist	3878
beginning	1371
funding	125
Both	1703
Pelosi,	4850
off,	4476
sweeping	3687
leadership	939
off.	4187
demanding	1109
potential	757
Chris	1778
begin	178
characterised	2793
Energy	2440
least,	4003
God	756
user	2064
interests.	4078
incredibly	3060
2008	1226
instance,	1207
however,	258
2009	2336
2006	2283
store	4034
noted	3179
college	1655
failing	1888
continued	511
Jersey,	2421
authorisation	120
impatience	2535
story	485
politics	598
Goldhill's	213
endorsed	3655
chemical	3582
2012	1012
2011	279
2010	1020
government	4
Louisiana	2872
instant	4471
morning-after	4110
deep	1284
Paul	133
forgive	3394
2013	265
engine	4531
2014	266
2015	4375
2016	277
promised	1808
mood	1590
image	2707
papers	2685
miles	2320
pragmatic	2952
projects	1374
20%	3229
Australian	2840
aim	4167
promises	2468
air	3579
keeping	1043
embraced	4894
continues	838
Robertson	3603
taxpayer	3479
idea	587
barely	881
Park	1486
raise	134
Michelle	3749
vice-president	3542
cuts,	1467
founding	2098
aid	2072
cuts.	2033
attempted	2141
de	2481
sustained	4773
stops	3821
faster	3563
Here's	798
Best	2997
current	77
left	626
favour	609
Part	4831
prevented	2750
gerrymandering	1282
shutdown	82
bear	3263
stood	1437
weekly	2566
safe	3547
beat	3957
violence	3017
debt	36
administration.	3570
negotiations.	2031
gain	3473
independent	2414
administration,	2161
Todd	2568
notes	2242
marketplaces	2897
ago	683
gathered	3316
state-by-state	3511
amendment	1481
Bachmann	3040
player	4101
versus	4319
normal	1743
driving	1654
tragedy	3554
JM:	4050
long	186
that’s	2462
Carolina.	4336
Carolina,	2552
pass.	3437
couldn't	2191
deal	237
pass,	2112
choosing	3962
Hurricane	3011
liberal	1195
depends	4209
dead	4018
victory	820
Snowden's	4201
Booker	4539
establishment	2536
hand.	2619
implementation,	4579
hand,	1206
holiday	3432
decided	941
Last	1814
done.	1837
done,	4368
(pdf)	3884
played	1213
I've	656
radicals	4900
contemporary	4645
maximum	4256
marketplace.	2803
Institute	3374
Office	1000
collect	3224
ways.	2736
respondents	2583
existing	1946
routine	3416
husband	2978
accused	515
statistics	4734
contributed	2597
defence	2108
hands	2499
generally	2617
elections,	2426
handy	4325
appeared	300
members	254
b)	4834
projected	1375
elections.	1738
requirement	3106
houses	1053
You	419
speed	2523
leverage	985
game	1250
National	482
shed	3806
however.	2769
draft	2784
topics	3613
past,	2626
past.	2534
racial	3112
ad	3482
continue.	3161
approach	1045
manner	3612
badly	1884
staged	560
forget	2068
growth	733
newly	3757
supreme	484
door	3061
plan.	2123
ultimate	1694
plan,	2876
forgotten	4461
fixed	2255
legislature	1930
California	1925
correct	4511
June,	2807
activities	2922
regime	4753
commercial	3767
stalemate	898
that's	569
June.	4428
move	937
legally	2633
frustration	2756
emissions	2864
commitment	3302
missions	4804
cliff	3406
questions	899
Wallace	414
endorse	4434
stage,	3190
board	2777
pursuit	1633
threaten	2643
priorities	3656
committee	1278
fears	1443
committed	1552
hostage	927
month	771
oversight	2900
bodies	4468
"Obamacare",	3677
delay	165
comment	2027
small	580
it’s	1580
expert	3860
plans	331
Others	4316
reportedly	938
dominated	2827
specifics	4301
gradually	4895
click	4507
“They	3449
patients	1535
obsession	4641
conservatism	2564
Italian	2818
published	833
situation	1492
assurances	2832
completed	3038
stepped	3424
organisation	3058
question.	4473
Times	1555
Walmart	2887
catastrophe	1457
representatives	3293
bankers	3264
extension	1256
piecemeal	929
product	1908
over,	4371
over.	1629
plane	3458
strategy.	3771
additional	1521
Arizona	3330
strategy,	1593
question?	1072
account	1061
produce	3375
reveal	2819
technology	1997
recognition	4504
McConnell	1297
studies	1862
caused	752
love	753
accomplished	4264
Kathleen	2083
accusing	1508
Reid	62
ACA's	3882
age	1157
train	1844
conservatives	159
Tony	3499
news.	4768
“It	2973
“If	2312
challenges	2345
Civil	2608
backlash	4236
sharply	4800
Weber	4505
challenged	1907
representing	3830
settled	4897
"not	2140
challenger	4346
electorates	4332
causes	2018
parents	716
targeting	3345
lost	227
loss	1451
catastrophic	1678
Yet	1775
theory	4352
add	699
words,	2758
Walker	3279
9am	2256
Obama’s	2812
playing	902
achieved	4067
resolved	4802
Heidi:	1727
partners	4219
Asked	924
ads	1145
spent	1033
agenda	916
Party's	2015
down,	971
down.	289
in.	2097
economists	965
afternoon	794
agency	1990
quoted	4097
in,	1674
"They're	4852
customers	1902
rapid	4449
inclusion	4785
aide	1501
spend	214
